,Risk_Category,Loan_Amount,Credit_Score,Loan_Purpose,Annual_Income,Employment_Length,Debt-to-Income_Ratio,Number_of_Open_Accounts,Number_of_Past_Due_Payments
4984,low-risk,18894.0,715.0,business,47099.95,3,0.4,5,1
4985,high-risk,12822.0,568.0,car,48072.22,10,0.5,3,1
4986,low-risk,20594.0,664.0,medical expenses,56212.61,2,0.4,3,1
4987,low-risk,13897.0,697.0,medical expenses,53461.63,2,0.35,4,0
4988,low-risk,17071.0,713.0,medical expenses,55962.88,8,0.3,4,1
4989,low-risk,22926.0,685.0,car,53059.25,10,0.35,3,1
4990,low-risk,21347.0,702.0,medical expenses,50123.21,5,0.4,2,0
4991,low-risk,25244.0,757.0,business,60667.66,5,0.3,3,1
4992,low-risk,25048.0,688.0,business,49843.64,8,0.3,5,1
4993,low-risk,18973.0,643.0,business,59143.94,2,0.3,3,1
4994,low-risk,27510.0,726.0,business,59921.86,10,0.35,3,1
4995,low-risk,20073.0,709.0,home improvement,52018.03,3,0.35,5,0
4996,low-risk,17112.0,649.0,home improvement,59250.19,8,0.3,2,1
4997,low-risk,18099.0,713.0,business,58711.61,10,0.4,4,1
4998,low-risk,13230.0,670.0,medical expenses,51874.37,3,0.4,2,1
4999,high-risk,12048.0,638.0,business,53449.15,3,0.5,3,1
5000,low-risk,24784.0,757.0,home improvement,68258.32,10,0.4,4,0
5001,low-risk,16953.0,695.0,home improvement,64113.15,5,0.4,3,0
5002,low-risk,19316.0,732.0,car,49990.19,10,0.35,3,0
5003,low-risk,20287.0,663.0,car,46051.8,10,0.4,4,1
5004,high-risk,21616.0,626.0,medical expenses,56474.02,5,0.5,3,1
5005,low-risk,14735.0,761.0,car,51698.4,8,0.3,3,1
5006,high-risk,14473.0,628.0,debt consolidation,59306.28,5,0.5,3,2
5007,low-risk,19037.0,719.0,debt consolidation,51347.47,3,0.4,5,1
5008,high-risk,13811.0,617.0,car,57384.71,2,0.45,2,2
5009,low-risk,20668.0,684.0,debt consolidation,62085.41,8,0.35,3,1
5010,high-risk,17972.0,556.0,home improvement,47991.69,10,0.5,5,2
5011,low-risk,19091.0,720.0,business,53541.37,10,0.3,5,1
5012,low-risk,20511.0,661.0,business,56313.3,3,0.4,3,1
5013,low-risk,22181.0,745.0,debt consolidation,55791.86,3,0.35,4,1
5014,low-risk,21662.0,739.0,home improvement,55262.29,8,0.35,4,0
5015,high-risk,12162.0,585.0,home improvement,59720.46,8,0.5,2,2
5016,low-risk,20289.0,706.0,car,51910.12,8,0.35,4,0
5017,low-risk,21643.0,693.0,home improvement,51971.48,3,0.35,3,0
5018,high-risk,21474.0,662.0,home improvement,63935.39,2,0.5,3,2
5019,low-risk,23791.0,658.0,home improvement,54887.53,5,0.35,4,1
5020,high-risk,19202.0,617.0,business,46889.73,3,0.45,3,2
5021,high-risk,15659.0,547.0,debt consolidation,46952.64,2,0.45,3,2
5022,low-risk,20581.0,722.0,car,57723.71,3,0.3,5,0
5023,high-risk,17238.0,553.0,car,51337.5,5,0.45,4,1
5024,low-risk,18363.0,694.0,car,58030.35,8,0.3,2,1
5025,low-risk,21445.0,697.0,medical expenses,57058.14,2,0.35,3,0
5026,low-risk,20490.0,685.0,debt consolidation,42592.95,8,0.4,4,1
5027,low-risk,15596.0,673.0,business,57712.13,5,0.3,3,1
5028,high-risk,16379.0,597.0,debt consolidation,55871.99,3,0.5,2,2
5029,high-risk,20150.0,651.0,car,54852.17,10,0.45,4,1
5030,low-risk,22818.0,685.0,business,52262.71,5,0.4,3,1
5031,low-risk,17986.0,686.0,debt consolidation,46109.41,5,0.3,3,1
5032,high-risk,11263.0,624.0,home improvement,51581.97,2,0.45,3,2
5033,low-risk,24117.0,676.0,debt consolidation,42201.42,10,0.3,3,0
5034,low-risk,21489.0,693.0,home improvement,51346.18,2,0.4,4,0
5035,low-risk,16762.0,727.0,car,50520.25,2,0.35,3,0
5036,high-risk,17069.0,622.0,home improvement,62677.77,8,0.45,4,1
5037,low-risk,18202.0,669.0,medical expenses,53881.39,5,0.3,3,1
5038,high-risk,22984.0,595.0,business,51248.95,5,0.5,5,1
5039,high-risk,12781.0,564.0,home improvement,57907.16,5,0.5,3,2
5040,low-risk,17471.0,730.0,business,64261.09,10,0.35,3,1
5041,low-risk,16498.0,677.0,home improvement,68057.44,8,0.35,5,1
5042,high-risk,19831.0,626.0,car,46019.39,10,0.45,2,1
5043,low-risk,19454.0,679.0,debt consolidation,58430.53,3,0.4,5,1
5044,high-risk,19819.0,622.0,home improvement,50088.04,2,0.45,2,2
5045,high-risk,14324.0,619.0,car,59879.96,2,0.5,3,2
5046,low-risk,25443.0,718.0,home improvement,49832.76,10,0.4,2,1
5047,high-risk,15346.0,644.0,medical expenses,52132.1,10,0.5,3,1
5048,high-risk,14008.0,561.0,business,62106.25,2,0.5,3,1
5049,high-risk,16989.0,523.0,home improvement,52051.41,8,0.5,3,1
5050,low-risk,23567.0,720.0,car,57086.38,8,0.4,5,0
5051,low-risk,25268.0,705.0,car,62614.81,2,0.3,3,1
5052,low-risk,17653.0,702.0,debt consolidation,56046.59,3,0.3,4,0
5053,low-risk,18618.0,661.0,business,53999.98,10,0.3,3,0
5054,low-risk,16493.0,694.0,debt consolidation,55092.33,5,0.35,3,0
5055,high-risk,9111.0,594.0,business,58670.63,3,0.5,3,2
5056,low-risk,22155.0,714.0,business,50755.19,8,0.4,2,1
5057,low-risk,20669.0,687.0,home improvement,57385.89,5,0.35,3,1
5058,low-risk,20031.0,684.0,debt consolidation,60831.38,5,0.35,3,1
5059,high-risk,14737.0,582.0,debt consolidation,61693.28,3,0.45,3,2
5060,low-risk,24920.0,731.0,debt consolidation,56117.09,3,0.3,2,0
5061,low-risk,18490.0,692.0,car,53459.5,10,0.35,3,1
5062,low-risk,21601.0,703.0,medical expenses,45507.97,3,0.4,3,1
5063,high-risk,16421.0,532.0,home improvement,54386.58,2,0.45,4,1
5064,low-risk,19428.0,650.0,debt consolidation,51353.01,8,0.4,5,1
5065,low-risk,20874.0,684.0,business,53521.04,10,0.35,2,1
5066,high-risk,17446.0,702.0,business,49386.24,10,0.5,3,1
5067,high-risk,15620.0,500.0,home improvement,54266.61,2,0.5,3,1
5068,high-risk,12734.0,591.0,car,58047.62,5,0.45,3,2
5069,low-risk,16608.0,678.0,debt consolidation,57512.46,3,0.3,5,0
5070,low-risk,20592.0,655.0,medical expenses,56008.96,5,0.3,3,1
5071,high-risk,16655.0,663.0,car,54649.47,8,0.5,4,1
5072,low-risk,20695.0,676.0,home improvement,52489.51,8,0.35,4,0
5073,high-risk,15278.0,503.0,debt consolidation,55195.08,10,0.45,2,1
5074,low-risk,16180.0,705.0,home improvement,61011.11,3,0.4,5,1
5075,low-risk,16047.0,717.0,home improvement,51489.08,5,0.3,5,1
5076,low-risk,13357.0,693.0,home improvement,53276.29,3,0.3,3,1
5077,low-risk,22453.0,706.0,home improvement,53590.41,10,0.3,3,1
5078,low-risk,22483.0,673.0,medical expenses,47354.42,10,0.4,3,1
5079,low-risk,22531.0,665.0,home improvement,59328.54,5,0.3,3,0
5080,high-risk,20861.0,582.0,business,47213.43,3,0.5,3,2
5081,low-risk,13601.0,717.0,home improvement,59792.55,2,0.4,3,1
5082,low-risk,16920.0,642.0,medical expenses,52901.19,8,0.35,2,0
5083,high-risk,14639.0,586.0,home improvement,62261.92,8,0.45,4,2
5084,low-risk,20407.0,755.0,debt consolidation,56884.83,8,0.4,2,0
5085,low-risk,19332.0,714.0,car,50069.56,10,0.3,3,1
5086,high-risk,14723.0,614.0,medical expenses,50672.09,2,0.5,5,2
5087,low-risk,20035.0,681.0,debt consolidation,61365.11,10,0.4,3,1
5088,high-risk,11553.0,559.0,medical expenses,51033.23,5,0.45,3,1
5089,high-risk,16504.0,544.0,car,61153.09,3,0.5,3,2
5090,high-risk,18165.0,608.0,business,56791.05,3,0.5,3,2
5091,low-risk,18708.0,697.0,car,54913.21,3,0.4,5,0
5092,low-risk,16008.0,662.0,business,66002.07,3,0.35,2,1
5093,low-risk,17687.0,735.0,home improvement,65910.76,10,0.35,3,0
5094,low-risk,18955.0,775.0,debt consolidation,53951.92,3,0.35,3,1
5095,high-risk,18377.0,551.0,medical expenses,54077.0,5,0.5,3,2
5096,low-risk,19873.0,742.0,business,59811.25,2,0.4,2,1
5097,low-risk,19442.0,686.0,medical expenses,62856.38,10,0.4,2,1
5098,high-risk,12293.0,593.0,car,58767.88,5,0.5,2,2
5099,low-risk,22356.0,708.0,home improvement,53530.34,5,0.4,2,0
5100,low-risk,18044.0,664.0,car,48598.43,8,0.3,5,0
5101,low-risk,19700.0,699.0,business,55835.14,2,0.4,3,1
5102,high-risk,12352.0,665.0,debt consolidation,59692.72,8,0.45,5,2
5103,low-risk,21526.0,714.0,business,53627.16,3,0.4,5,1
5104,high-risk,12375.0,714.0,business,54306.47,5,0.5,3,1
5105,low-risk,14691.0,681.0,car,57343.83,8,0.4,5,0
5106,high-ris,21333.0,559.0,business,50973.49,5,0.45,2,1
5107,high-risk,13712.0,618.0,debt consolidation,52407.32,3,0.45,4,1
5108,low-risk,21946.0,730.0,home improvement,55434.6,3,0.4,3,0
5109,low-risk,20127.0,712.0,car,53867.42,2,0.4,2,1
5110,low-risk,20496.0,728.0,business,57255.96,3,0.35,2,0
5111,high-risk,15642.0,612.0,medical expenses,54788.93,2,0.45,3,1
5112,low-risk,25224.0,713.0,home improvement,47599.19,3,0.35,4,0
5113,low-risk,28528.0,599.0,car,43152.12,3,0.3,3,1
5114,low-risk,19164.0,720.0,debt consolidation,60152.0,2,0.4,2,0
5115,low-risk,21059.0,663.0,debt consolidation,53588.16,8,0.3,5,1
5116,low-risk,20292.0,690.0,home improvement,56065.02,10,0.4,3,1
5117,low-risk,19221.0,722.0,debt consolidation,54443.67,8,0.3,3,0
5118,low-risk,17504.0,654.0,car,59050.57,3,0.35,2,0
5119,high-risk,14306.0,688.0,car,50523.74,5,0.5,3,2
5120,low-risk,16593.0,696.0,car,60238.13,10,0.35,4,0
5121,low-risk,21216.0,744.0,business,63945.56,3,0.35,4,0
5122,high-risk,13750.0,574.0,debt consolidation,67457.52,2,0.5,2,1
5123,high-risk,15340.0,613.0,business,48098.64,5,0.5,4,2
5124,high-risk,13330.0,640.0,debt consolidation,59960.82,10,0.5,3,2
5125,low-risk,19885.0,718.0,debt consolidation,62158.47,10,0.35,4,1
5126,low-risk,24040.0,720.0,debt consolidation,50216.5,10,0.4,3,1
5127,low-risk,21119.0,666.0,medical expenses,50318.43,5,0.4,2,0
5128,high-risk,13382.0,658.0,business,50143.98,5,0.45,4,2
5129,low-risk,13311.0,691.0,home improvement,57083.62,2,0.35,3,0
5130,low-risk,17842.0,715.0,business,62030.26,5,0.35,5,1
5131,low-risk,18125.0,714.0,debt consolidation,41786.76,5,0.3,4,1
5132,low-risk,22829.0,747.0,home improvement,50097.05,8,0.4,3,0
5133,low-risk,19973.0,689.0,home improvement,52944.26,2,0.4,4,0
5134,low-risk,23401.0,645.0,home improvement,55725.64,2,0.4,4,0
5135,low-risk,16026.0,736.0,medical expenses,55135.79,10,0.3,5,0
5136,low-risk,22896.0,706.0,car,55664.12,3,0.4,4,0
5137,high-risk,14168.0,557.0,debt consolidation,48801.45,10,0.5,4,2
5138,high-risk,14158.0,575.0,debt consolidation,51033.44,2,0.45,2,2
5139,high-risk,7609.0,605.0,business,54869.22,2,0.45,2,1
5140,high-risk,16592.0,526.0,home improvement,59183.76,3,0.5,3,1
5141,low-risk,21176.0,735.0,medical expenses,49867.04,3,0.3,3,1
5142,low-risk,17405.0,717.0,home improvement,55970.51,3,0.4,4,1
5143,low-risk,23826.0,680.0,business,51969.9,3,0.4,2,1
5144,low-risk,16442.0,693.0,car,48471.28,10,0.35,3,0
5145,low-risk,22496.0,719.0,debt consolidation,53985.86,5,0.4,5,1
5146,low-risk,22462.0,679.0,home improvement,56482.7,10,0.35,3,1
5147,low-risk,17077.0,727.0,debt consolidation,51755.22,3,0.35,5,1
5148,low-risk,25950.0,705.0,business,55459.81,10,0.4,3,1
5149,low-risk,20695.0,711.0,car,48445.96,10,0.35,5,0
5150,low-risk,21962.0,743.0,medical expenses,65271.9,10,0.35,4,0
5151,high-risk,11983.0,716.0,car,54587.39,3,0.45,5,1
5152,low-risk,26353.0,702.0,medical expenses,59090.22,3,0.4,2,1
5153,low-risk,16326.0,698.0,home improvement,54323.72,3,0.3,2,1
5154,low-risk,23075.0,2586.0,car,56535.78,8,0.4,5,0
5155,low-risk,17016.0,709.0,home improvement,56704.71,5,0.4,3,0
5156,low-risk,18143.0,741.0,car,57155.62,2,0.4,2,1
5157,low-risk,22366.0,682.0,home improvement,55109.27,8,0.4,5,1
5158,low-risk,23083.0,679.0,business,55247.15,8,0.35,4,0
5159,low-risk,16186.0,739.0,business,55230.92,8,0.3,2,0
5160,high-risk,17146.0,551.0,medical expenses,50690.73,8,0.5,2,1
5161,high-risk,14631.0,643.0,car,57718.91,10,0.5,5,1
5162,low-risk,17186.0,682.0,car,54459.35,8,0.3,5,0
5163,low-risk,24796.0,650.0,medical expenses,57481.59,5,0.3,5,0
5164,high-risk,15042.0,577.0,home improvement,47416.89,3,0.45,3,2
5165,low-risk,18126.0,733.0,car,57269.82,2,0.4,2,0
5166,low-risk,21437.0,698.0,medical expenses,56809.16,5,0.4,4,1
5167,low-risk,17439.0,656.0,medical expenses,58416.11,8,0.4,4,0
5168,high-risk,16727.0,535.0,car,58617.55,3,0.5,3,1
5169,low-risk,20723.0,677.0,debt consolidation,56329.83,8,0.35,5,1
5170,low-risk,19439.0,621.0,home improvement,51890.92,2,0.35,3,0
5171,high-risk,18226.0,582.0,debt consolidation,53379.96,8,0.45,3,1
5172,low-risk,19315.0,716.0,debt consolidation,50358.39,10,0.4,3,1
5173,low-risk,20695.0,735.0,home improvement,52145.63,10,0.3,3,0
5174,high-risk,19222.0,757.0,business,57117.04,8,0.5,5,2
5175,low-risk,22372.0,720.0,car,47098.78,3,0.4,5,0
5176,low-risk,22358.0,728.0,medical expenses,56849.1,2,0.3,5,0
5177,low-risk,16552.0,661.0,car,54828.4,8,0.3,4,0
5178,low-risk,21574.0,749.0,debt consolidation,49363.18,2,0.3,5,1
5179,low-risk,17365.0,738.0,business,53680.24,8,0.35,4,1
5180,low-risk,16156.0,689.0,business,53112.18,2,0.3,3,1
5181,low-risk,19785.0,720.0,car,58164.52,8,0.35,5,0
5182,high-risk,12404.0,564.0,debt consolidation,56534.23,10,0.45,2,1
5183,low-risk,22372.0,744.0,home improvement,51212.2,8,0.35,4,1
5184,low-risk,22444.0,695.0,medical expenses,52228.17,10,0.3,5,0
5185,low-risk,14292.0,678.0,business,56060.73,3,0.35,4,0
5186,high-risk,16817.0,526.0,medical expenses,61879.39,8,0.5,4,2
5187,low-risk,15621.0,727.0,debt consolidation,53941.69,2,0.4,5,0
5188,low-risk,18612.0,642.0,car,55201.07,3,0.3,3,0
5189,low-risk,21366.0,610.0,debt consolidation,48695.17,10,0.3,5,0
5190,low-risk,19273.0,727.0,business,53885.3,3,0.4,3,1
5191,low-risk,18231.0,708.0,car,50259.45,8,0.4,3,1
5192,high-risk,13540.0,559.0,medical expenses,61649.42,5,0.45,5,1
5193,low-risk,13085.0,661.0,business,48089.58,8,0.4,2,0
5194,low-risk,23711.0,649.0,car,48039.26,10,0.35,2,0
5195,low-risk,18367.0,681.0,car,58553.21,3,0.3,3,1
5196,high-risk,16067.0,571.0,medical expenses,56175.76,5,0.5,4,1
5197,low-risk,18418.0,682.0,debt consolidation,57142.81,2,0.35,2,0
5198,low-risk,24629.0,727.0,debt consolidation,55763.51,3,0.3,5,1
5199,low-risk,16307.0,671.0,debt consolidation,57869.24,3,0.35,2,0
5200,low-risk,20035.0,684.0,business,56520.46,8,0.3,4,1
5201,low-risk,21582.0,721.0,car,57113.72,2,0.35,2,1
5202,low-risk,15167.0,689.0,home improvement,59057.28,5,0.3,5,1
5203,low-risk,17240.0,690.0,home improvement,50853.84,3,0.3,5,1
5204,low-risk,19555.0,681.0,medical expenses,49281.7,8,0.35,3,0
5205,low-risk,17340.0,675.0,car,56894.32,8,0.3,3,0
5206,low-risk,17553.0,711.0,business,53762.21,5,0.35,4,1
5207,low-risk,18950.0,715.0,car,51232.09,2,0.3,2,1
5208,high-risk,16190.0,536.0,medical expenses,61940.14,2,0.45,3,1
5209,high-risk,14419.0,622.0,home improvement,65491.12,8,0.45,3,1
5210,high-risk,14744.0,652.0,business,42326.2,2,0.45,3,1
5211,high-risk,12410.0,571.0,home improvement,43757.07,2,0.45,3,1
5212,low-risk,16244.0,657.0,debt consolidation,57102.54,8,0.4,5,0
5213,high-risk,19965.0,578.0,medical expenses,42221.8,3,0.5,5,1
5214,low-risk,18026.0,703.0,home improvement,60853.89,3,0.4,4,0
5215,low-risk,16067.0,695.0,business,61219.69,2,0.35,4,1
5216,low-risk,14774.0,729.0,car,54832.28,8,0.35,5,1
5217,low-risk,23225.0,638.0,medical expenses,55751.98,3,0.3,4,0
5218,high-risk,18513.0,536.0,home improvement,53075.85,3,0.45,4,2
5219,low-ris,19239.0,756.0,debt consolidation,51391.43,8,0.3,2,0
5220,low-risk,19522.0,733.0,home improvement,51192.41,5,0.4,4,0
5221,high-risk,8557.0,599.0,,58962.38,2,0.5,5,2
5222,low-risk,19461.0,723.0,debt consolidation,57459.64,2,0.4,3,0
5223,low-risk,27032.0,749.0,debt consolidation,57551.48,3,0.3,3,1
5224,high-risk,13610.0,568.0,medical expenses,63682.39,8,0.5,5,2
5225,low-risk,23185.0,658.0,business,53838.09,10,0.4,4,0
5226,low-risk,22416.0,730.0,business,58195.69,10,0.35,5,1
5227,low-risk,19891.0,754.0,debt consolidation,59253.21,8,0.4,5,1
5228,low-risk,18239.0,701.0,car,50433.09,8,0.35,3,1
5229,high-risk,15312.0,575.0,car,52409.38,5,0.5,4,2
5230,low-risk,21530.0,725.0,medical expenses,54356.46,10,0.4,3,1
5231,low-risk,18282.0,732.0,medical expenses,50586.55,8,0.35,3,0
5232,low-risk,20499.0,696.0,medical expenses,55560.1,8,0.35,2,0
5233,low-risk,23709.0,664.0,medical expenses,54243.12,2,0.3,3,1
5234,high-risk,11323.0,563.0,debt consolidation,48606.59,10,0.5,5,1
5235,low-risk,22563.0,677.0,medical expenses,56047.6,8,0.4,3,1
5236,low-risk,25588.0,712.0,car,56038.31,10,0.3,3,1
5237,low-risk,18112.0,747.0,home improvement,53763.63,8,0.4,3,1
5238,low-risk,22106.0,650.0,car,57239.47,10,0.3,3,0
5239,high-risk,13723.0,529.0,medical expenses,57837.82,5,0.45,3,2
5240,low-risk,17311.0,694.0,debt consolidation,48610.75,5,0.35,5,0
5241,low-risk,-18543.0,695.0,business,51093.91,5,0.4,2,1
5242,low-risk,25214.0,715.0,home improvement,43333.07,3,0.4,5,0
5243,high-risk,11890.0,599.0,home improvement,66289.39,8,0.45,3,1
5244,low-risk,15977.0,665.0,medical expenses,46567.46,2,0.35,2,0
5245,high-risk,16853.0,596.0,medical expenses,63602.43,3,0.45,3,2
5246,low-risk,23590.0,737.0,home improvement,56698.8,10,0.4,4,1
5247,high-risk,11740.0,532.0,debt consolidation,48001.32,8,0.45,4,1
5248,low-risk,19863.0,717.0,home improvement,59432.52,8,0.3,4,1
5249,low-risk,18684.0,685.0,debt consolidation,55407.9,3,0.3,2,1
5250,low-risk,20846.0,665.0,car,61356.77,8,0.35,5,1
5251,low-risk,24739.0,720.0,medical expenses,58189.61,8,0.35,2,1
5252,high-risk,16643.0,595.0,debt consolidation,61274.78,10,0.45,3,1
5253,high-risk,14758.0,668.0,home improvement,53582.52,2,0.45,5,2
5254,low-risk,17306.0,709.0,car,55792.99,10,0.4,3,0
5255,low-risk,19941.0,671.0,home improvement,61628.47,3,0.4,5,1
5256,low-risk,18881.0,732.0,car,51626.66,8,0.3,5,0
5257,high-risk,11423.0,602.0,business,56985.33,8,0.45,2,2
5258,low-risk,19541.0,723.0,car,51262.63,2,0.3,4,1
5259,low-risk,21252.0,689.0,debt consolidation,58159.94,2,0.4,2,1
5260,low-risk,21573.0,702.0,business,54519.57,5,0.35,3,1
5261,low-risk,26511.0,747.0,car,55884.45,2,0.3,4,0
5262,low-risk,21393.0,738.0,car,61743.6,10,0.4,5,0
5263,low-risk,23450.0,760.0,debt consolidation,54175.29,8,0.35,2,0
5264,low-ris,20198.0,677.0,medical expenses,56440.46,10,0.3,3,1
5265,high-risk,15740.0,617.0,medical expenses,60119.54,10,0.5,2,2
5266,low-risk,27195.0,704.0,medical expenses,53374.75,10,0.4,5,0
5267,low-risk,21593.0,712.0,business,53439.59,10,0.4,3,1
5268,low-risk,17022.0,696.0,medical expenses,48110.76,10,0.3,2,1
5269,high-risk,13711.0,599.0,business,54113.14,10,0.45,2,1
5270,low-risk,20846.0,738.0,medical expenses,60680.35,8,0.35,3,1
5271,low-risk,21369.0,697.0,debt consolidation,52043.33,10,0.35,2,1
5272,low-risk,22095.0,664.0,business,53412.16,3,0.35,3,0
5273,low-risk,21381.0,667.0,medical expenses,51811.3,10,0.4,4,0
5274,low-risk,20021.0,707.0,home improvement,48131.77,5,0.35,3,0
5275,high-risk,16242.0,670.0,medical expenses,52394.51,10,0.5,3,2
5276,high-risk,10772.0,677.0,home improvement,53623.79,5,0.45,3,1
5277,low-ris,25565.0,691.0,home improvement,64192.9,8,0.3,3,1
5278,low-risk,23060.0,772.0,car,54227.23,3,0.35,5,1
5279,high-risk,15008.0,576.0,medical expenses,57155.16,8,0.45,3,1
5280,low-risk,23089.0,714.0,car,55610.61,8,0.4,4,0
5281,high-risk,19508.0,656.0,car,58805.94,10,0.45,4,1
5282,low-risk,18475.0,671.0,business,47185.11,5,0.3,2,0
5283,high-risk,17926.0,470.0,home improvement,56141.81,3,0.45,3,1
5284,high-risk,15393.0,615.0,car,54305.41,10,0.5,3,2
5285,high-risk,13648.0,482.0,medical expenses,56712.01,5,0.45,4,2
5286,low-risk,23625.0,747.0,debt consolidation,58495.09,10,0.35,2,1
5287,low-risk,18574.0,682.0,medical expenses,55370.82,8,0.35,3,0
5288,high-risk,17153.0,558.0,home improvement,52730.71,5,0.45,4,1
5289,low-risk,25828.0,687.0,business,59161.34,2,0.35,3,0
5290,low-risk,18646.0,728.0,medical expenses,57987.02,10,0.3,4,1
5291,high-risk,17831.0,600.0,medical expenses,60041.6,8,0.45,5,2
5292,high-risk,19456.0,553.0,car,54959.82,5,0.45,5,2
5293,high-risk,14895.0,604.0,medical expenses,52374.22,8,0.45,4,2
5294,low-risk,23706.0,724.0,home improvement,64161.79,10,0.4,5,1
5295,high-risk,14403.0,556.0,debt consolidation,50528.02,10,0.45,5,2
5296,high-risk,15097.0,632.0,car,60273.04,10,0.45,4,2
5297,low-risk,17962.0,730.0,medical expenses,60228.13,3,0.35,3,1
5298,low-risk,20297.0,695.0,debt consolidation,58263.9,3,0.3,5,0
5299,low-risk,20118.0,748.0,medical expenses,54707.64,10,0.35,3,0
5300,low-risk,20792.0,677.0,business,56017.99,3,0.4,3,0
5301,high-risk,11500.0,634.0,home improvement,52066.14,8,0.45,3,2
5302,low-risk,20333.0,673.0,business,47445.43,5,0.35,4,1
5303,high-risk,19650.0,610.0,car,53280.29,3,0.45,3,1
5304,high-risk,12261.0,637.0,debt consolidation,54424.04,3,0.45,3,2
5305,low-risk,13614.0,660.0,business,49426.31,3,0.4,2,1
5306,high-risk,16232.0,585.0,medical expenses,49928.84,3,0.45,5,1
5307,low-risk,22456.0,717.0,business,51483.53,2,0.3,4,1
5308,high-risk,13522.0,643.0,debt consolidation,55334.24,5,0.45,5,2
5309,low-risk,17036.0,684.0,medical expenses,58758.77,8,0.3,3,0
5310,high-risk,17213.0,522.0,car,55511.94,3,0.45,3,1
5311,low-risk,20983.0,667.0,business,65920.03,2,0.35,3,1
5312,low-risk,22616.0,691.0,home improvement,53904.89,10,0.35,2,1
5313,high-risk,13167.0,650.0,debt consolidation,55072.01,10,0.5,2,1
5314,low-risk,28039.0,754.0,home improvement,61606.68,2,0.35,3,1
5315,low-risk,18186.0,713.0,medical expenses,53104.96,8,0.4,4,0
5316,low-risk,25233.0,695.0,home improvement,54077.99,2,0.3,5,0
5317,high-risk,14929.0,576.0,debt consolidation,54554.92,10,0.45,3,2
5318,low-risk,15036.0,727.0,debt consolidation,59194.73,3,0.35,4,1
5319,low-risk,21449.0,734.0,home improvement,56135.49,10,0.3,3,1
5320,low-risk,20944.0,665.0,home improvement,54463.74,5,0.3,3,0
5321,low-risk,16846.0,727.0,medical expenses,57129.7,5,0.3,3,1
5322,low-risk,17233.0,682.0,home improvement,51055.87,10,0.35,4,0
5323,low-risk,19926.0,674.0,debt consolidation,58273.81,10,0.3,4,1
5324,low-risk,21049.0,695.0,home improvement,60982.22,3,0.3,5,0
5325,low-risk,12588.0,730.0,car,61020.7,3,0.3,3,0
5326,low-risk,23159.0,709.0,debt consolidation,52828.5,5,0.35,3,0
5327,high-ris,11122.0,654.0,debt consolidation,46318.99,8,0.5,4,2
